video_name,stage,t,t_next,lpips_temporal,optical_flow_consistency_l1,psnr_consecutive,ssim_consecutive
lime_input_video,module_validation,0,1,0.01825055107474327,0.0052103083580732346,29.98540232137561,0.9506276249885559
lime_input_video,module_validation,1,2,0.02637701854109764,0.007065273821353912,26.763020683785467,0.9099028706550598
lime_input_video,module_validation,2,3,0.018869474530220032,0.005242445506155491,28.21346655227453,0.9205422401428223
lime_input_video,module_validation,3,4,0.024849925190210342,0.006594450678676367,26.26974161787008,0.8841662406921387
lime_input_video,module_validation,4,5,0.015483882278203964,0.004399414174258709,29.17905694118656,0.9310579299926758
lime_input_video,module_validation,5,6,0.018491331487894058,0.0055394358932971954,28.31792195755296,0.92130446434021
lime_input_video,module_validation,6,7,0.010238805785775185,0.0052888947539031506,31.695204692166136,0.9598162174224854
